ExtractDate,FHRSID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingDate,Longitude,Latitude
14/02/2014,22962,Qua,Restaurant/Cafe/Canteen,1,68 Ingram Street,Glasgow,G1 1EX,26/01/2012,-4.243602,55.859525
14/02/2014,132315,Quadrant Catering Ltd,Restaurant/Cafe/Canteen,1,20 Turner Road,Glasgow,G21 4AA,21/08/2012,-4.215022,55.878188
14/02/2014,132459,Queen Margaret Union,Restaurant/Cafe/Canteen,1,22 University Gardens,Glasgow,,07/03/2011,-4.291292,55.873235
14/02/2014,132672,Queen's Cafe,Restaurant/Cafe/Canteen,1,515 Victoria Road,Glasgow,G42 8BH,20/05/2009,-4.265291,55.83407
14/02/2014,75661,R and D's Cafe,Restaurant/Cafe/Canteen,1,125 Bridgegate,Glasgow,G1 5HY,09/12/2013,-4.248413,55.854566
14/02/2014,185675,Rawalpindi,Restaurant/Cafe/Canteen,1,321 Sauchiehall Street,Glasgow,G2 3HW,25/09/2013,-4.265169,55.865457
14/02/2014,148246,Reardon's,Restaurant/Cafe/Canteen,1,1060 Pollokshaws Road,Glasgow,G41 3EB,22/10/2013,-4.279512,55.831471
14/02/2014,122943,Reardon's,Restaurant/Cafe/Canteen,1,42 New City Road,Glasgow,,16/09/2010,-4.26125133,55.86875407
14/02/2014,26079,Re-charge Bar,Restaurant/Cafe/Canteen,1,1300 Duke Street,Glasgow,G31 4EB,18/04/2011,-4.199841,55.853449
14/02/2014,133300,Red Onion,Restaurant/Cafe/Canteen,1,257 West Campbell Street,Glasgow,G2 4SQ,12/07/2012,-4.261148,55.864192
14/02/2014,65862,Renfields St Stephens / Oasis Cafe,Restaurant/Cafe/Canteen,1,256 Bath Street,Glasgow,G2 4JW,10/08/2011,-4.265885,55.86512
14/02/2014,315972,Response House Cafe,Restaurant/Cafe/Canteen,1,1 Swan Street,Glasgow,G4 0AX,12/12/2012,-4.249331,55.869055
14/02/2014,25986,Restaurant Bar And Grill,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,22/04/2013,-4.253456,55.859156
14/02/2014,123449,Rhubarb,Restaurant/Cafe/Canteen,1,122 Nithsdale Road,Glasgow,G41 5RB,31/05/2013,-4.275057,55.83913
14/02/2014,129213,Riddrie Bowling Club,Restaurant/Cafe/Canteen,1,90 Smithycroft Road,Glasgow,G33 2RQ,27/08/2009,-4.188479,55.868193
14/02/2014,80715,Riding For The Disabled Assoc.,Restaurant/Cafe/Canteen,1,75 Caldercuilt Road,Glasgow,G23 5NA,22/06/2011,-4.298562,55.905299
14/02/2014,360865,Riley's Snooker Club,Restaurant/Cafe/Canteen,1,130 Ledard Road,Glasgow,G42 9RA,14/05/2012,-4.268081,55.824663
14/02/2014,511155,Rishi's Indian Aroma,Restaurant/Cafe/Canteen,1,61 Bath Street,Glasgow,G2 2DG,23/07/2013,-4.256948,55.863694
14/02/2014,33923,Ritchie's Rolls,Restaurant/Cafe/Canteen,1,146 Crail Street,Glasgow,G31 5RA,12/02/2010,-4.191251,55.849864
14/02/2014,46678,Riverside Museum,Restaurant/Cafe/Canteen,1,100 Pointhouse Place,Glasgow,G3 8RS,10/12/2012,-4.268697,55.86017
14/02/2014,10734,Roastit Bubbly Jock,Restaurant/Cafe/Canteen,1,450 Dumbarton Road,Glasgow,G11 6SE,12/01/2012,-4.311576,55.870984
14/02/2014,556090,Robroyston Church Cafe,Restaurant/Cafe/Canteen,1,34 Saughs Drive,Glasgow,G33 1HH,23/11/2013,-4.178642,55.892885
14/02/2014,516679,Rock Lobster,Restaurant/Cafe/Canteen,1,35 Virginia Street,Glasgow,G1 1TN,19/06/2013,-4.250545,55.858544
14/02/2014,67436,Rolls Royce Social Club,Restaurant/Cafe/Canteen,1,1 Beech Avenue,Glasgow,G41 5DF,19/06/2010,-4.304835,55.850034
14/02/2014,36344,Roma Restaurant,Restaurant/Cafe/Canteen,1,46 Bath Street,Glasgow,,07/02/2012,-4.25574678,55.86376405
14/02/2014,315954,Rose and Grants,Restaurant/Cafe/Canteen,1,27 Trongate,Glasgow,G1 5EZ,22/06/2012,-4.244611,55.856523
14/02/2014,23270,Rowan Restaurant,Restaurant/Cafe/Canteen,1,2 Haghill Road,Glasgow,G31 3SR,08/11/2011,-4.202495,55.858569
14/02/2014,129961,Royal College Of Physicians,Restaurant/Cafe/Canteen,1,234 St Vincent Street,Glasgow,G2 5RQ,27/10/2011,-4.262576,55.862377
14/02/2014,128338,Royal Concert Hall,Restaurant/Cafe/Canteen,1,2 Sauchiehall Street,Glasgow,G2 3NY,25/01/2011,-4.25261,55.864681
14/02/2014,126979,Royal Conservatoire Of Scotland,Restaurant/Cafe/Canteen,1,100 Renfrew Street,Glasgow,G2 3DB,02/11/2012,-4.257666,55.866152
14/02/2014,556118,Royal Voluntary Service (Maternity Block),Restaurant/Cafe/Canteen,1,1345 Govan Road,Glasgow,G51 4TF,10/03/2008,-4.337594,55.863985
14/02/2014,97197,Royal Workshops For The Blind (Blindcraft),Restaurant/Cafe/Canteen,1,5 Edgefauld Avenue,Glasgow,,28/04/2009,-4.22437459,55.87997586
14/02/2014,127780,Royston Primary School,Restaurant/Cafe/Canteen,1,102 Royston Road,Glasgow,G21 2NU,04/11/2011,-4.229021,55.869155
14/02/2014,129188,Ruchill Family Project,Restaurant/Cafe/Canteen,1,61 Smeaton Street,Glasgow,G20 9JS,15/01/2014,-4.272972,55.889849
14/02/2014,444496,Ruff And Tumble,Restaurant/Cafe/Canteen,1,181 Shawbridge Street,Glasgow,G43 1QN,04/11/2013,-4.299726,55.821684
14/02/2014,495627,Rumbling Tum Cafe,Restaurant/Cafe/Canteen,1,10 Bain Street,Glasgow,G40 2LA,13/01/2014,-4.235681,55.854879
14/02/2014,46460,Rumour's,Restaurant/Cafe/Canteen,1,21 Bath Street,Glasgow,G2 1HY,03/02/2011,-4.254032,55.863307
14/02/2014,31219,Rustica,Restaurant/Cafe/Canteen,1,16 Grantlea Terrace,Glasgow,G32 9JN,27/06/2013,-4.144555,55.846696
14/02/2014,104347,RVS Cafe Outpatients Dept,Restaurant/Cafe/Canteen,1,1345 Govan Road,Glasgow,G51 4TF,13/06/2012,-4.337594,55.863985
14/02/2014,562694,S.G.N.,Restaurant/Cafe/Canteen,1,95 Kilbirnie Street,Glasgow,G5 8JD,27/06/2013,-4.265044,55.846289
14/02/2014,101150,Saffron Catering,Restaurant/Cafe/Canteen,1,111 French Street,Glasgow,G40 4DP,30/05/2013,-4.219966,55.845969
14/02/2014,31172,Sainsburys,Restaurant/Cafe/Canteen,1,240 Buchanan Street,Glasgow,G1 2GF,02/08/2013,-4.25248,55.862985
14/02/2014,31171,Sainsburys,Restaurant/Cafe/Canteen,1,10 Darnley Mains Road,Glasgow,G53 7RH,15/03/2010,-4.340714,55.805056
14/02/2014,31174,Sainsburys,Restaurant/Cafe/Canteen,1,80 Crow Road,Glasgow,G11 7RY,23/02/2010,-4.312117,55.872286
14/02/2014,35046,Sainsbury's Staff Canteen,Restaurant/Cafe/Canteen,1,20 Allerdyce Drive,Glasgow,G15 6RY,09/04/2010,-4.372552,55.90518
14/02/2014,87563,Salvation Army,Restaurant/Cafe/Canteen,1,14 Clyde Street,Glasgow,G1 5JH,20/08/2010,-4.247773,55.853724
14/02/2014,36186,Samantha's,Restaurant/Cafe/Canteen,1,104 Arcadia Street,Glasgow,G40 1DP,07/10/2013,-4.232521,55.849652
14/02/2014,128143,Sandbank Social Club,Restaurant/Cafe/Canteen,1,26 Sandbank Street,Glasgow,G20 0PJ,17/09/2010,-4.293588,55.892046
14/02/2014,50021,Sandyhills Bowling Club,Restaurant/Cafe/Canteen,1,299 Amulree Street,Glasgow,G32 7SJ,02/06/2009,-4.165576,55.847254
14/02/2014,128293,Sandyhills Golf Club,Restaurant/Cafe/Canteen,1,223 Sandyhills Road,Glasgow,G32 9NA,06/07/2012,-4.151084,55.845746
14/02/2014,571745,Santander,Restaurant/Cafe/Canteen,1,301 St Vincent Street,Glasgow,G2 5HN,01/08/2013,-4.267497,55.86234
14/02/2014,49133,Sapori D'Italia,Restaurant/Cafe/Canteen,1,1102 Cathcart Road,Glasgow,G42 9EG,09/02/2012,-4.257464,55.825496
14/02/2014,31220,Sapporo Teppanyaki,Restaurant/Cafe/Canteen,1,6 Ingram Street,Glasgow,G1 1EZ,20/11/2013,-4.242543,55.859445
14/02/2014,31084,Sarti,Restaurant/Cafe/Canteen,1,133 Wellington Street,Glasgow,G2 2XD,17/09/2013,-4.259517,55.863907
14/02/2014,18767,Sarti,Restaurant/Cafe/Canteen,1,121 Bath Street,Glasgow,G2 2SZ,17/09/2013,-4.259457,55.863971
14/02/2014,460425,Savoy Diner,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,11/04/2013,-4.258023,55.865157
14/02/2014,444464,Scoop Events Ltd,Restaurant/Cafe/Canteen,1,125 Causewayside Street,Glasgow,G32 8LP,17/10/2013,-4.171721,55.838562
14/02/2014,22295,Scotbeef Limited,Restaurant/Cafe/Canteen,1,46 Penston Road,Glasgow,G33 4AG,02/09/2011,-4.143689,55.866654
14/02/2014,9717,Scotstoun First Bus Depot (Staff Canteen),Restaurant/Cafe/Canteen,1,South Street,Glasgow,,05/08/2011,-4.326042,55.870542
14/02/2014,50802,Scotstounhill Bowling Club,Restaurant/Cafe/Canteen,1,633 Anniesland Road,Glasgow,G14 0XY,30/04/2012,-4.358825,55.885177
14/02/2014,26472,Scottish Government,Restaurant/Cafe/Canteen,1,150 Broomielaw,Glasgow,G2 8LU,27/10/2009,-4.264877,55.857418
14/02/2014,61154,Scottish Mask And Puppet Centre,Restaurant/Cafe/Canteen,1,10 Balcarres Avenue,Glasgow,G12 0QF,04/05/2012,-4.297316,55.885855
14/02/2014,124876,Scottish Youth Hostels,Restaurant/Cafe/Canteen,1,8 Park Terrace,Glasgow,G3 6BY,20/08/2012,-4.280599,55.869656
14/02/2014,19688,Seewoo Restaurant,Restaurant/Cafe/Canteen,1,29 Saracen Street,Glasgow,G22 5HT,30/04/2013,-4.25528,55.879308
14/02/2014,49064,Sesame,Restaurant/Cafe/Canteen,1,1030 Dumbarton Road,Glasgow,G14 9UL,26/06/2013,-4.331572,55.873105
14/02/2014,36354,Seven Dumplings,Restaurant/Cafe/Canteen,1,17 Dalnair Street,Glasgow,G3 8SD,18/05/2011,-4.293938,55.86709
14/02/2014,511172,Shanghai Shuffle,Restaurant/Cafe/Canteen,1,256 Bath Street,Glasgow,G2 4JW,23/01/2013,-4.265885,55.86512
14/02/2014,581103,Shanti Bevan Elderly Day Care,Restaurant/Cafe/Canteen,1,40 Kinfauns Drive,Glasgow,G15 7TS,14/08/2013,-4.371041,55.909784
14/02/2014,427414,Share Scotland,Restaurant/Cafe/Canteen,1,9 Midlock Street,Glasgow,G51 1SL,14/07/2012,-4.29936,55.852006
14/02/2014,128738,Shawbank Social  Club,Restaurant/Cafe/Canteen,1,133 Shawbridge Street,Glasgow,G43 1QQ,01/04/2011,-4.296168,55.822263
14/02/2014,125759,Shawlands Cross Church Of Scotland (Cul De Sac Cafe),Restaurant/Cafe/Canteen,1,1114 Pollokshaws Road,Glasgow,G41 3TJ,17/06/2009,-4.286549,55.837721
14/02/2014,360869,Shawlands Old Church,Restaurant/Cafe/Canteen,1,1120 Pollokshaws Road,Glasgow,G41 3QP,01/05/2012,-4.285745,55.829656
14/02/2014,10341,Sheerin Palace,Restaurant/Cafe/Canteen,1,298 Allison Street,Glasgow,G42 8HQ,24/10/2013,-4.25835,55.835258
14/02/2014,26824,Shell's Cafe,Restaurant/Cafe/Canteen,1,4 Elibank Street,Glasgow,G33 3QN,24/08/2011,-4.171279,55.869298
14/02/2014,104622,Shenaz,Restaurant/Cafe/Canteen,1,17 Granville Street,Glasgow,G3 7EE,22/08/2012,-4.274049,55.865077
14/02/2014,123454,Sherbrooke St Gilberts Church,Restaurant/Cafe/Canteen,1,247 Nithsdale Road,Glasgow,G41 5AQ,01/06/2010,-4.299322,55.843523
14/02/2014,91942,Shettleston Bowling Club,Restaurant/Cafe/Canteen,1,53 Culrain Street,Glasgow,G32 7AB,27/08/2012,-4.172759,55.850003
14/02/2014,448776,Shettleston New Place,Restaurant/Cafe/Canteen,1,679 Old Shettleston Road,Glasgow,G32 7JG,02/10/2013,-4.162993,55.852224
14/02/2014,84956,Shezan Restaurant,Restaurant/Cafe/Canteen,1,1098 Cathcart Road,Glasgow,G42 9XW,26/08/2013,-4.258258,55.826524
14/02/2014,53591,Shilla,Restaurant/Cafe/Canteen,1,1138 Argyle Street,Glasgow,G3 8TD,12/11/2013,-4.284857,55.865138
14/02/2014,125750,Shimla Pinks,Restaurant/Cafe/Canteen,1,769 Pollokshaws Road,Glasgow,G41 2AX,11/07/2013,-4.271722,55.835345
14/02/2014,124859,Shish Mahal Restaurant,Restaurant/Cafe/Canteen,1,68 Park Road,Glasgow,G4 9JF,02/05/2013,-4.279412,55.87313
14/02/2014,444468,Siempre Bicycle Cafe,Restaurant/Cafe/Canteen,1,162 Dumbarton Road,Glasgow,G11 6XE,30/07/2013,-4.29999,55.870769
14/02/2014,27030,Silver Bean Cafe,Restaurant/Cafe/Canteen,1,57 Queen Street,Glasgow,G1 3EN,08/05/2009,-4.252916,55.859202
14/02/2014,112541,Singh's Little India,Restaurant/Cafe/Canteen,1,71 Kilmarnock Road,Glasgow,G41 3YR,29/01/2014,-4.282917,55.828531
14/02/2014,618981,Singl-End,Restaurant/Cafe/Canteen,1,263 Renfrew Street,Glasgow,G3 6TT,11/12/2013,-4.268176,55.866588
14/02/2014,133323,Sippa Coffee,Restaurant/Cafe/Canteen,1,222 West George Street,Glasgow,G2 2PQ,22/05/2013,-4.260266,55.863048
14/02/2014,612663,Sisters Cafe,Restaurant/Cafe/Canteen,1,1300 Duke Street,Glasgow,G31 4EB,14/11/2013,-4.199841,55.853449
14/02/2014,406804,Smile Cafe,Restaurant/Cafe/Canteen,1,102 Queen Margaret Drive,Glasgow,G20 8NZ,15/11/2013,-4.284179,55.880546
14/02/2014,606998,Smoak (Within Pivo Pivo),Restaurant/Cafe/Canteen,1,15 Waterloo Street,Glasgow,G2 6AY,07/11/2013,-4.260084,55.860185
14/02/2014,33167,Smug,Restaurant/Cafe/Canteen,1,167 Great George Street,Glasgow,G12 8AQ,11/07/2012,-4.293025,55.875465
14/02/2014,118071,Snack Attack,Restaurant/Cafe/Canteen,1,1057 Maryhill Road,Glasgow,G20 9AX,10/08/2010,-4.283446,55.885754
14/02/2014,26654,Snack Shack,Restaurant/Cafe/Canteen,1,Netherton Road,Glasgow,,06/10/2010,-4.330985,55.898888
14/02/2014,624649,Snuggle Mufin,Restaurant/Cafe/Canteen,1,120 George Street,Glasgow,G1 1RF,05/09/2013,-4.24462,55.861376
14/02/2014,19613,Sodexho (Scottish Executive),Restaurant/Cafe/Canteen,1,450 Argyle Street,Glasgow,G2 8LH,13/10/2006,-4.265955,55.859466
14/02/2014,116172,Sodexo (Scotland)  Thales,Restaurant/Cafe/Canteen,1,1 Linthouse Road,Glasgow,G51 4BZ,10/02/2011,-4.335858,55.866472
14/02/2014,31048,Soho On Miller Street,Restaurant/Cafe/Canteen,1,86 Miller Street,Glasgow,G1 1DT,09/12/2013,-4.250551,55.8592
14/02/2014,26523,Soups U,Restaurant/Cafe/Canteen,1,146 Wellington Street,Glasgow,G2 2XW,23/09/2013,-4.258759,55.864343
14/02/2014,581102,South West Community Cycles,Restaurant/Cafe/Canteen,1,Pollokshaws Road,Glasgow,G43 1AT,14/08/2013,-4.303363,55.823261
14/02/2014,534356,Sparkle Horse,Restaurant/Cafe/Canteen,1,16 Dowanhill Street,Glasgow,G11 5QS,12/08/2013,-4.300353,55.87123
14/02/2014,537376,Spice Fusion,Restaurant/Cafe/Canteen,1,224 Main Street,Glasgow,G69 6AG,08/04/2013,-4.106486,55.851974
14/02/2014,87515,Spice Garden,Restaurant/Cafe/Canteen,1,11 Clyde Place,Glasgow,G5 8AA,03/08/2013,-4.252818,55.845414
14/02/2014,629288,Spice Of Life,Restaurant/Cafe/Canteen,1,61 Kilmarnock Road,Glasgow,G41 3YR,21/01/2014,-4.282917,55.828531
14/02/2014,30369,Spice Of The City,Restaurant/Cafe/Canteen,1,48 Oswald Street,Glasgow,,25/09/2012,-4.25973192,55.85772
14/02/2014,448755,Sporting Solutions,Restaurant/Cafe/Canteen,1,80 Firhill Road,Glasgow,,01/12/2013,-4.27025914,55.88096559
14/02/2014,129520,Springboig Bowling Club,Restaurant/Cafe/Canteen,1,32 Springboig Avenue,Glasgow,G32 0JJ,27/07/2010,-4.151572,55.858626
14/02/2014,76299,Springburn Bowling Club,Restaurant/Cafe/Canteen,1,17 Broomfield Place,Glasgow,G21 3UD,11/06/2010,-4.227831,55.887726
14/02/2014,360866,Springburn Fire Station,Restaurant/Cafe/Canteen,1,1 Midton Street,Glasgow,G21 4AB,26/04/2012,-4.228024,55.876587
14/02/2014,129542,Springburn Parish Church,Restaurant/Cafe/Canteen,1,180 Springburn Way,Glasgow,G21 1TU,13/04/2006,-4.229356,55.882261
14/02/2014,15313,Springcafe,Restaurant/Cafe/Canteen,1,230 Springburn Way,Glasgow,G21 1TS,13/11/2012,-4.228061,55.883381
14/02/2014,129566,Springcroft Sizzling Pub Co,Restaurant/Cafe/Canteen,1,1 Springcroft Drive,Glasgow,G69 6SF,12/03/2012,-4.11988,55.856767
14/02/2014,129598,Springfield Quay Harvester,Restaurant/Cafe/Canteen,1,6 Springfield Quay,Glasgow,G5 8NP,06/02/2013,-4.274804,55.855303
14/02/2014,30881,Spuntini,Restaurant/Cafe/Canteen,1,201 Byres Road,Glasgow,G12 8TN,07/01/2013,-4.29507,55.874348
14/02/2014,22991,Square Yard,Restaurant/Cafe/Canteen,1,29 Stevenson Street,Glasgow,G40 2SS,04/08/2012,-4.237649,55.854654
14/02/2014,92054,St Aloysius Social Club,Restaurant/Cafe/Canteen,1,1615 Cumbernauld Road,Glasgow,G33 1AB,24/02/2009,-4.171623,55.882323
14/02/2014,26256,St Cuthberts Primary School,Restaurant/Cafe/Canteen,1,190 Auckland Street,Glasgow,G22 5NT,20/10/2009,-4.261782,55.882245
14/02/2014,73284,St David's Parish Church,Restaurant/Cafe/Canteen,1,66 Boreland Drive,Glasgow,G13 3DG,04/05/2004,-4.354254,55.891026
14/02/2014,35919,St Louis,Restaurant/Cafe/Canteen,1,734 Dumbarton Road,Glasgow,G11 6RD,13/03/2013,-4.322159,55.87127
14/02/2014,36408,St Mirins Out School Club,Restaurant/Cafe/Canteen,1,264 Carmunnock Road,Glasgow,G44 5AP,21/03/2011,-4.247934,55.816387
14/02/2014,84312,St Mungo's  Museum Cafe,Restaurant/Cafe/Canteen,1,2 Castle Street,Glasgow,G4 0RH,18/06/2013,-4.23642,55.862469
14/02/2014,111836,St Rollox Bowling Club,Restaurant/Cafe/Canteen,1,9 Kennyhill Square,Glasgow,G31 3LL,27/08/2013,-4.207763,55.863256
14/02/2014,129940,St Vincent Bowling Club,Restaurant/Cafe/Canteen,1,37 St Vincent Crescent,Glasgow,G3 8NG,23/07/2013,-4.286874,55.864372
14/02/2014,123489,Star Refrigeration,Restaurant/Cafe/Canteen,1,1501 Nitshill Road,Glasgow,G46 8JW,17/01/2013,-4.32806,55.802124
14/02/2014,128339,Starbucks,Restaurant/Cafe/Canteen,1,27 Sauchiehall Street,Glasgow,G1 2RX,23/09/2013,-4.254527,55.864124
14/02/2014,15081,Starbucks,Restaurant/Cafe/Canteen,1,140 Buchanan Street,Glasgow,G1 2JR,15/09/2010,-4.25348,55.861501
14/02/2014,79750,Starbucks Coffee,Restaurant/Cafe/Canteen,1,254 Byres Road,Glasgow,G12 8SH,07/06/2010,-4.293324,55.87537
14/02/2014,98562,Starbucks Coffee,Restaurant/Cafe/Canteen,1,9 Exchange Place,Glasgow,G1 3AN,15/09/2010,-4.253746,55.860022
14/02/2014,31176,Starbucks Coffee,Restaurant/Cafe/Canteen,1,38 George Square,Glasgow,,29/10/2013,-4.250945,55.860849
14/02/2014,104182,Starbucks Coffee,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,12/02/2010,-4.258211,55.859302
14/02/2014,23284,Starbucks Coffee,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AG,08/07/2010,-4.342073,55.822898
14/02/2014,25665,Starbucks Coffee Company,Restaurant/Cafe/Canteen,1,60 West Nile Street,Glasgow,G1 2NP,06/09/2013,-4.254735,55.861649
14/02/2014,23282,Starbucks Coffee Company,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,,05/08/2013,,
14/02/2014,73458,Starbucks Coffee Company,Restaurant/Cafe/Canteen,1,33 Bothwell Street,Glasgow,G2 6NL,14/03/2011,-4.259995,55.86086
14/02/2014,581128,Steam Punk Cafe,Restaurant/Cafe/Canteen,1,18 Renfield Street,Glasgow,G2 5AA,28/08/2013,-4.256092,55.861067
14/02/2014,34270,Stereo,Restaurant/Cafe/Canteen,1,28 Renfield Lane,Glasgow,,28/10/2013,-4.25662816,55.86155176
14/02/2014,511137,Stewarts Cafe,Restaurant/Cafe/Canteen,1,24 St Andrews Street,Glasgow,G1 5PD,03/07/2013,-4.24419,55.855308
14/02/2014,72481,Sticky Fingers,Restaurant/Cafe/Canteen,1,130 Blochairn Road,Glasgow,G21 2DU,06/03/2012,-4.213723,55.869143
14/02/2014,618969,Stirung's Pantry,Restaurant/Cafe/Canteen,1,352 Duke Street,Glasgow,G31 1RB,09/12/2013,-4.220115,55.858189
14/02/2014,68978,Stonedyke Neighbourhood Centre.,Restaurant/Cafe/Canteen,1,9 Belsyde Avenue,Glasgow,G15 6AW,13/11/2013,-4.36046,55.906824
14/02/2014,125699,Strahclyde Police Headquarters,Restaurant/Cafe/Canteen,1,173 Pitt Street,Glasgow,G2 4DR,24/02/2010,-4.259844,55.861438
14/02/2014,495617,Strata,Restaurant/Cafe/Canteen,1,45 Queen Street,Glasgow,G1 3EF,15/01/2013,-4.252808,55.858718
14/02/2014,187365,Strathclyde Business School,Restaurant/Cafe/Canteen,1,199 Cathedral Street,Glasgow,G4 0QU,24/06/2013,-4.243053,55.862474
14/02/2014,117614,Strathclyde Fire Brigade Training Centre,Restaurant/Cafe/Canteen,1,90 Maitland Street,Glasgow,G4 0HX,26/05/2010,-4.256609,55.868059
14/02/2014,102407,Stravaigin,Restaurant/Cafe/Canteen,1,30 Gibson Street,Glasgow,G12 8NX,17/11/2013,-4.282193,55.872575
14/02/2014,35876,Street Cafe,Restaurant/Cafe/Canteen,1,928 Shettleston Road,Glasgow,G32 7XW,09/01/2014,-4.172644,55.851668
14/02/2014,26697,Style Restaurant,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AG,28/06/2012,-4.342073,55.822898
14/02/2014,30953,Subway,Restaurant/Cafe/Canteen,1,115 Crow Road,Glasgow,G11 7SH,01/03/2011,-4.313904,55.872513
14/02/2014,22616,Subway Sandwiches,Restaurant/Cafe/Canteen,1,337 Victoria Road,Glasgow,G42 7SA,22/11/2011,-4.263854,55.838186
14/02/2014,581079,Sugar Rush,Restaurant/Cafe/Canteen,1,32 St Andrews Road,Glasgow,G41 1PF,03/10/2013,-4.272107,55.845772
14/02/2014,121588,Sun City,Restaurant/Cafe/Canteen,1,836 Mosspark Drive,Glasgow,,13/11/2013,-4.34387598,55.84143677
14/02/2014,112552,Sun Hei,Restaurant/Cafe/Canteen,1,526 Kilmarnock Road,Glasgow,G43 2BL,22/11/2011,-4.291852,55.8135
14/02/2014,581130,Surface + Cafe,Restaurant/Cafe/Canteen,1,91 Great Western Road,Glasgow,G4 9AH,03/10/2013,-4.27098,55.871632
14/02/2014,48908,Swallow Cafe,Restaurant/Cafe/Canteen,1,582 Alexandra Parade,Glasgow,G31 3BP,24/09/2013,-4.214822,55.863174
14/02/2014,406805,Sweet and Spice,Restaurant/Cafe/Canteen,1,2 Inverlochy Crescent,Glasgow,G33 5ES,14/06/2012,-4.161188,55.877654
14/02/2014,618973,Sweet Dreams,Restaurant/Cafe/Canteen,1,14 Forfar Avenue,Glasgow,G52 3JQ,09/12/2013,-4.3539,55.845285
14/02/2014,460434,Sweet Everythings,Restaurant/Cafe/Canteen,1,8 Summerfield Cottages,Glasgow,G14 0RB,18/10/2012,-4.33371,55.872759
14/02/2014,132210,T J Hughes Restaurant/cafe,Restaurant/Cafe/Canteen,1,125 Trongate,Glasgow,G1 5HF,24/11/2011,-4.248149,55.857177
14/02/2014,78066,T.G.I. Friday,Restaurant/Cafe/Canteen,1,113 Buchanan Street,Glasgow,G1 3HF,23/06/2011,-4.254819,55.860066
14/02/2014,444476,Taco Mazama,Restaurant/Cafe/Canteen,1,263 Byres Road,Glasgow,G12 8TL,16/01/2013,-4.293342,55.875953
14/02/2014,95890,Talbot Association,Restaurant/Cafe/Canteen,1,109 Dunblane Street,Glasgow,G4 0HJ,09/05/2013,-4.255481,55.867612
14/02/2014,23231,Talbot Association,Restaurant/Cafe/Canteen,1,494 Great Western Road,Glasgow,,07/07/2010,-4.28216681,55.87553859
14/02/2014,26798,Tapa Coffee House,Restaurant/Cafe/Canteen,1,721 Pollokshaws Road,Glasgow,G41 2AA,29/09/2011,-4.270716,55.835902
14/02/2014,36306,Taste Outside Catering Ltd,Restaurant/Cafe/Canteen,1,37 Edgemont Street,Glasgow,G41 3EJ,12/01/2011,-4.277923,55.827788
14/02/2014,124434,Tchai Ovna,Restaurant/Cafe/Canteen,1,32 Otago Lane,Glasgow,G12 8PB,10/11/2011,-4.282075,55.872748
14/02/2014,315961,Tea Room At The Botanics,Restaurant/Cafe/Canteen,1,730 Great Western Road,Glasgow,G12 0UE,01/07/2012,-4.289875,55.878157
14/02/2014,19528,Teapots,Restaurant/Cafe/Canteen,1,1 Northinch Court,Glasgow,G14 9UP,20/05/2010,-4.337638,55.874014
14/02/2014,46197,Tesco Customer Cafe,Restaurant/Cafe/Canteen,1,1201 Maryhill Road,Glasgow,G20 9SH,27/01/2011,-4.286288,55.887041
14/02/2014,562679,TGI Fridays,Restaurant/Cafe/Canteen,1,50 Provan Walk,Glasgow,G34 9DL,18/11/2013,-4.136909,55.872982
14/02/2014,123253,Thai Fountain,Restaurant/Cafe/Canteen,1,27 Newton Place,Glasgow,G3 7PY,21/09/2010,-4.273338,55.866582
14/02/2014,200651,Thai Lemongrass,Restaurant/Cafe/Canteen,1,24 Renfrew Street,Glasgow,G2 3BW,26/08/2013,-4.254791,55.865369
14/02/2014,188124,Thai Orchid,Restaurant/Cafe/Canteen,1,336 Argyle Street,Glasgow,G2 8LY,22/10/2013,-4.261711,55.859031
14/02/2014,53593,Thai Siam Restaurant,Restaurant/Cafe/Canteen,1,1191 Argyle Street,Glasgow,G3 8TQ,27/05/2012,-4.287011,55.865358
14/02/2014,433012,Thairiffic,Restaurant/Cafe/Canteen,1,303 Sauchiehall Street,Glasgow,G2 3HQ,15/08/2013,-4.263947,55.865326
14/02/2014,27018,The Albany Cafe,Restaurant/Cafe/Canteen,1,44 Ashley Street,Glasgow,G3 6DS,01/08/2012,-4.272108,55.869876
14/02/2014,594161,The Amarillo Cafe,Restaurant/Cafe/Canteen,1,18 Craigbank Drive,Glasgow,G53 6RA,21/10/2013,-4.362041,55.816233
14/02/2014,315991,The Annexe Café,Restaurant/Cafe/Canteen,1,9 Stewartville Street,Glasgow,G11 5PE,05/04/2012,-4.304804,55.871093
14/02/2014,624672,The Arc Cafe,Restaurant/Cafe/Canteen,1,340 Ashgill Road,Glasgow,G22 7HW,14/01/2014,-4.240541,55.893769
